,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-12-2025,805.80,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-12-2025,970.80,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-12-2025,1544.80,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-12-2025,1008.80,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-12-2025,1234.60,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-12-2025,1041.20,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-12-2025,1419.40,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-12-2025,1419.80,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-12-2025,975.20,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,31-12-2025,1153.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-01-2026,863.70,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-01-2026,1019.60,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-01-2026,1385.80,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,06-01-2026,1209.50,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-01-2026,1290.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-01-2026,975.70,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-01-2026,1478.50,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-01-2026,984.00,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-01-2026,764.10,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-01-2026,1586.50,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-01-2026,2067.50,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-01-2026,1345.60,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-01-2026,876.50,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-01-2026,1062.10,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-01-2026,661.20,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-01-2026,1295.80,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,27-01-2026,1354.40,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-01-2026,1245.30,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-01-2026,979.40,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-01-2026,987.40,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-02-2026,1384.90,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-02-2026,856.40,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-02-2026,848.30,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-02-2026,980.60,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,06-02-2026,1006.60,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-02-2026,1265.90,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-02-2026,868.30,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-02-2026,969.50,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-02-2026,646.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-02-2026,1307.80,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-02-2026,1313.50,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-02-2026,704.80,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-02-2026,989.10,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-02-2026,1335.60,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-02-2026,1496.50,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-02-2026,1186.10,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-02-2026,1073.50,Metric Tonnes,850.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-07-2023,1.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,10-08-2023,1.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,24-08-2023,1.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,25-09-2023,1.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-12-2023,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,21-12-2023,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,28-12-2023,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-01-2024,1.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,30-01-2024,1.00,Metric Tonnes,3000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-02-2024,1.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-02-2024,1.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,29-02-2024,0.40,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,01-03-2024,0.40,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-03-2024,0.30,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-03-2024,0.40,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,07-03-2024,0.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,11-03-2024,0.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,12-03-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-03-2024,0.30,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,14-03-2024,0.60,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,15-03-2024,0.30,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,16-03-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,18-03-2024,0.40,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,19-03-2024,0.50,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-03-2024,0.50,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,26-03-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,27-03-2024,0.40,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,28-03-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,01-04-2024,0.60,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,02-04-2024,0.10,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,03-04-2024,0.30,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-04-2024,0.20,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-04-2024,0.60,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-04-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-04-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-04-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,15-04-2024,0.40,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-04-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,22-04-2024,1.00,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,24-04-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,25-04-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,26-04-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,29-04-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,30-04-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,02-05-2024,0.50,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,03-05-2024,0.10,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-05-2024,1.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-05-2024,0.50,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,07-05-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-05-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,09-05-2024,0.30,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,10-05-2024,0.10,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,11-05-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-05-2024,0.60,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,14-05-2024,0.10,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,15-05-2024,0.30,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,16-05-2024,0.10,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,17-05-2024,0.10,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,18-05-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-05-2024,0.10,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,21-05-2024,0.30,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,27-05-2024,0.20,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,28-05-2024,0.10,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,29-05-2024,0.60,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,30-05-2024,0.10,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,31-05-2024,0.10,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,01-06-2024,0.10,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,03-06-2024,0.10,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-06-2024,0.10,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-06-2024,0.50,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,07-06-2024,0.10,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-06-2024,0.10,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,10-06-2024,0.60,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,11-06-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,12-06-2024,0.30,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-06-2024,0.10,Metric Tonnes,3000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,14-06-2024,0.30,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,15-06-2024,0.10,Metric Tonnes,2700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,19-06-2024,0.10,Metric Tonnes,3000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-06-2024,0.20,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,21-06-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,24-06-2024,0.80,Metric Tonnes,2250.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,26-06-2024,0.10,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,27-06-2024,1.50,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,28-06-2024,0.10,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,29-06-2024,0.10,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,01-07-2024,0.70,Metric Tonnes,2290.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,02-07-2024,0.50,Metric Tonnes,2237.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,03-07-2024,0.10,Metric Tonnes,2550.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-07-2024,0.60,Metric Tonnes,2350.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-07-2024,0.10,Metric Tonnes,2800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-07-2024,0.30,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-07-2024,1.80,Metric Tonnes,2557.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,09-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,10-07-2024,0.90,Metric Tonnes,2833.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,11-07-2024,0.30,Metric Tonnes,2850.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,12-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,15-07-2024,0.30,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,18-07-2024,0.30,Metric Tonnes,2650.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,19-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-07-2024,0.50,Metric Tonnes,2266.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,22-07-2024,0.30,Metric Tonnes,2100.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,23-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,25-07-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,26-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,29-07-2024,0.70,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,30-07-2024,0.20,Metric Tonnes,2650.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,31-07-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,01-08-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,02-08-2024,0.10,Metric Tonnes,3000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-08-2024,0.90,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,06-08-2024,0.10,Metric Tonnes,2800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,07-08-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,08-08-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,09-08-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-08-2024,0.10,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,14-08-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,17-08-2024,0.20,Metric Tonnes,2550.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,19-08-2024,0.60,Metric Tonnes,2366.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-08-2024,0.30,Metric Tonnes,2800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,22-08-2024,0.30,Metric Tonnes,2450.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,26-08-2024,0.20,Metric Tonnes,3000.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,27-08-2024,0.40,Metric Tonnes,2166.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,28-08-2024,0.30,Metric Tonnes,2966.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,30-08-2024,0.60,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,31-08-2024,0.10,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,02-09-2024,0.50,Metric Tonnes,2866.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-09-2024,0.30,Metric Tonnes,2900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-09-2024,1.30,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,09-09-2024,0.70,Metric Tonnes,2375.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,10-09-2024,0.40,Metric Tonnes,2800.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,12-09-2024,1.80,Metric Tonnes,2550.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,13-09-2024,0.30,Metric Tonnes,2733.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,14-09-2024,0.30,Metric Tonnes,2700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,16-09-2024,1.40,Metric Tonnes,2775.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,17-09-2024,0.20,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,18-09-2024,1.60,Metric Tonnes,2133.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,19-09-2024,0.40,Metric Tonnes,2733.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,20-09-2024,0.20,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,21-09-2024,0.20,Metric Tonnes,2300.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,23-09-2024,0.80,Metric Tonnes,3187.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,24-09-2024,0.20,Metric Tonnes,2300.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,25-09-2024,0.10,Metric Tonnes,2933.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,26-09-2024,0.40,Metric Tonnes,2350.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,27-09-2024,1.10,Metric Tonnes,2133.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,28-09-2024,0.30,Metric Tonnes,2400.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,30-09-2024,0.50,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,01-10-2024,1.30,Metric Tonnes,2050.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,03-10-2024,0.50,Metric Tonnes,2833.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,04-10-2024,0.20,Metric Tonnes,2500.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,05-10-2024,0.40,Metric Tonnes,2866.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,09-10-2024,0.80,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,10-10-2024,0.20,Metric Tonnes,2950.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,11-10-2024,0.50,Metric Tonnes,2900.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,15-10-2024,0.40,Metric Tonnes,2600.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,16-10-2024,1.30,Metric Tonnes,2200.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,17-10-2024,0.20,Metric Tonnes,3050.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,18-10-2024,0.10,Metric Tonnes,2550.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,19-10-2024,0.20,Metric Tonnes,3100.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,22-10-2024,0.10,Metric Tonnes,2700.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,23-10-2024,0.20,Metric Tonnes,2650.00,Rs./Quintal
Maharashtra,Nagpur,Hingna APMC,Vegetables,Potato,24-10-2024,0.80,Metric Tonnes,2566.00,Rs./Quintal
